x,y,beta, gamma, rx, ry
0,0,102, 125.477, 331.604, 340.923
0,1,105.881, 126.868, 338.481, 321.113
0,2,118.089, 128.331, 340.6, 259.008
0,3,132.929, 124.001, 324.213, 196.009
0,4,139.527, 122.489, 311.242, 167.87
1,0,100.123, 118.727, 318.735, 360.372
1,1,108.479, 116.581, 323.936, 325.341
1,2,119.563, 119.612, 330.954, 267.849
1,3,129.546, 119.541, 324.057, 220.343
1,4,138.239, 111.255, 306.528, 196.664
2,0,97.5934, 108.188, 296.15, 384.033
2,1,109.443, 101.456, 297.904, 340.657
2,2,120.674, 102.847, 307.434, 289.328
2,3,130.263, 101.598, 302.952, 248.738
2,4,136.923, 97.6366, 294.379, 227.509
3,0,97.1141, 93.7278, 266.472, 394.377
3,1,106.956, 88.3329, 269.974, 361.736
3,2,119.344, 85.0025, 275.168, 315.814
3,3,130.415, 89.2231, 284.949, 267.212
3,4,136.554, 88.2834, 282.271, 244.207
4,0,96.2917, 85.6052, 248.245, 399.661
4,1,105.458, 81.9506, 255.495, 370.506
4,2,115.28, 81.2407, 264.624, 334.162
4,3,130.194, 84.4718, 273.714, 272.609
4,4,137.859, 81.6552, 270.518, 249.024
