x,y,beta, gamma, rx, ry
0,0,0.0072, 0.0091, 0.0042, 0.007
0,1,0.0086, 0.0055, 0.0076, 0.0016
0,2,0.0003, 0.0083, 0.0006, 0.0021
0,3,0.004, 0.0072, 0.0058, 0.0054
0,4,0.0057, 0.0039, 0.0015, 0.0013
0,5,0.0048, 0.0078, 0.0047, 0.0029
0,6,0.0023, 0.0001, 0.008, 0.0055
0,7,0.0033, 0.0076, 0.0085, 0.0006
1,0,0.0069, 0.0028, 0.0074, 0.0054
1,1,0.0081, 0.0051, 0.0068, 0.0082
1,2,0.0035, 0.0075, 0.0005, 0.0074
1,3,0.0046, 0.0063, 0.0027, 0.0004
1,4,0.0004, 0.0042, 0.0017, 0.0052
1,5,0.002, 0.0064, 0.0079, 0.0043
1,6,0.0063, 0.0058, 0.0096, 0.0095
1,7,0.0036, 0.008, 0, 0.0004
2,0,0.0009, 0.0075, 0.0056, 0.0088
2,1,0.0027, 0.0025, 0.0072, 0.0061
2,2,0.0098, 0.0077, 0.0036, 0.0046
2,3,0.0041, 0.0063, 0.0048, 0.0043
2,4,0.0005, 0.0066, 0.0093, 0.0025
2,5,0.0031, 0.0073, 0.0066, 0.0093
2,6,0.0033, 0.0061, 0.0089, 0.0067
2,7,0.0042, 0.0089, 0.0071, 0.0049
3,0,0.0063, 0.0028, 0.0038, 0.0089
3,1,0.0051, 0.0009, 0.0051, 0.0049
3,2,0.0084, 0.0087, 0.0093, 0.0025
3,3,0.0049, 0.0042, 0.0068, 0.0052
3,4,0.0009, 0.0063, 0.0075, 0.0039
3,5,0.0035, 0.004, 0.0031, 0.0068
3,6,0.0002, 0.0021, 0.0036, 0.0044
3,7,0.0009, 0.0006, 0.0091, 0.0071
4,0,0.0032, 0.0029, 0.0061, 0.0082
4,1,0.0038, 0.0013, 0.0032, 0.0022
4,2,0.0098, 0.0026, 0.0047, 0.0046
4,3,0.0068, 0.0014, 0.0097, 0.0076
4,4,0.0075, 0.0073, 0.0014, 0.0012
4,5,0.0015, 0.0045, 0.008, 0.0015
4,6,0.0064, 0.0016, 0.0058, 0.0073
4,7,0.002, 0.005, 0.0043, 0.0053
5,0,0.0079, 0.0005, 0.0036, 0.0017
5,1,0.0018, 0.0068, 0.0039, 0.0015
5,2,0.0092, 0.0086, 0.006, 0.0059
5,3,0.0001, 0.0058, 0.0034, 0.0075
5,4,0.0032, 0.0048, 0.0087, 0.0045
5,5,0.0091, 0.0066, 0.0059, 0.0056
5,6,0.008, 0.0018, 0.0029, 0.0002
5,7,0.0066, 0.0072, 0.0055, 0.0047
6,0,0.0078, 0.0089, 0.0064, 0.0094
6,1,0.0056, 0.0002, 0.0009, 0.0049
6,2,0.0088, 0.0069, 0.0007, 0.0087
6,3,0.0028, 0.0042, 0.0063, 0.0058
6,4,0.0088, 0.0049, 0.0003, 0.0081
6,5,0.0017, 0.0062, 0.0038, 0.0097
6,6,0.0078, 0.0065, 0.0097, 0.0045
6,7,0.0039, 0.0053, 0.009, 0.0016
7,0,0.0041, 0.0053, 0.0009, 0.0097
7,1,0.0055, 0.0018, 0.0045, 0.0044
7,2,0.0087, 0.0053, 0.0031, 0.0014
7,3,0.0093, 0.0092, 0.0073, 0.008
7,4,0.0043, 0.0074, 0.0062, 0.0058
7,5,0.0037, 0, 0.0054, 0.0016
7,6,0.0065, 0.0053, 0.0059, 0.0003
7,7,0.0005, 0.0051, 0.0017, 0.0047
