//Verde
172,100,37,0
133,99,38,0
138,104,38,0
137,105,39,0
136,104,39,0
132,101,39,0
138,107,39,0
143,110,39,0
153,106,40,0
145,105,39,0
147,106,39,0
143,99,37,0
127,98,38,0
139,105,39,0
142,100,39,0
145,100,38,0
140,106,39,0
138,102,39,0
136,106,39,0
150,103,40,0
153,102,40,0
150,105,39,0
140,100,38,0
140,101,38,0
136,104,38,0
143,101,39,0
138,95,39,0
137,99,39,0
153,106,35,0
149,101,40,0
147,103,40,0
154,102,39,0
143,102,38,0
142,103,39,0
142,104,39,0
146,102,39,0
150,106,39,0
145,102,38,0
145,106,39,0
143,104,38,0
144,106,39,0
143,103,38,0
136,101,39,0
134,100,40,0
152,105,39,0
150,102,40,0
147,101,38,0
141,101,38,0
141,104,39,0
144,109,39,0
154,136,51,0
157,140,51,0
157,138,51,0
162,139,52,0
168,143,52,0
169,144,53,0
168,151,54,0
175,144,53,0
173,147,52,0
174,141,53,0
171,150,52,0
172,143,53,0
160,143,52,0
158,139,52,0
158,140,52,0
163,144,54,0
171,144,52,0
180,147,54,0
179,138,53,0
178,143,53,0
174,143,52,0
177,143,54,0
174,146,53,0
177,145,52,0
169,141,52,0
170,150,53,0
166,144,53,0
176,143,52,0
170,139,54,0
178,148,53,0
177,142,52,0
172,148,53,0
167,146,53,0
170,149,54,0
175,145,54,0
173,138,53,0
166,141,51,0
156,139,51,0
150,139,52,0
173,144,53,0
178,145,55,0
176,149,53,0
176,141,52,0
170,139,52,0
161,141,51,0
158,135,53,0
177,150,53,0
178,147,54,0
182,150,55,0
183,147,55,0
175,142,51,0
 // Azul 
 73,54,14,1
72,53,14,1
72,53,15,1
66,54,15,1
73,54,14,1
73,54,14,1
67,54,14,1
74,54,14,1
74,54,15,1
67,54,14,1
74,54,14,1
73,54,15,1
72,53,14,1
72,53,14,1
72,53,15,1
74,54,15,1
76,56,15,1
75,49,14,1
73,54,15,1
71,53,14,1
72,53,14,1
72,53,15,1
72,53,15,1
73,53,14,1
74,54,14,1
73,53,14,1
72,54,14,1
73,54,15,1
67,53,14,1
72,53,14,1
72,53,15,1
71,53,14,1
71,53,14,1
73,54,14,1
72,54,14,1
73,54,14,1
73,54,14,1
72,53,15,1
72,53,14,1
72,53,15,1
72,53,15,1
71,53,15,1
69,53,14,1
72,53,14,1
71,53,14,1
71,53,14,1
72,53,14,1
72,53,14,1
71,53,14,1
71,54,14,1
105,92,24,1
105,92,24,1
105,93,24,1
106,92,23,1
100,91,23,1
106,93,24,1
106,93,24,1
107,93,24,1
107,93,24,1
106,93,23,1
107,87,24,1
107,92,24,1
107,93,24,1
106,90,23,1
103,90,23,1
101,91,23,1
101,89,23,1
97,89,22,1
98,88,23,1
99,88,22,1
97,88,23,1
100,89,23,1
103,91,23,1
105,91,23,1
104,91,23,1
108,93,24,1
108,86,23,1
108,87,23,1
110,94,24,1
109,93,24,1
108,93,24,1
107,92,23,1
105,92,17,1
100,92,23,1
98,92,23,1
104,92,23,1
104,91,24,1
104,91,23,1
104,91,23,1
104,91,23,1
105,85,24,1
106,86,23,1
108,92,24,1
108,93,23,1
107,92,23,1
106,92,23,1
106,92,23,1
100,85,23,1
107,91,23,1
107,92,23,1
107,90,23,1
//Vermelho
29,75,20,2
28,82,18,2
28,83,19,2
28,83,19,2
28,83,18,2
27,83,19,2
28,83,19,2
28,83,19,2
28,77,19,2
27,83,19,2
27,82,19,2
27,83,18,2
27,83,18,2
27,76,19,2
27,83,19,2
27,83,19,2
27,80,19,2
28,82,18,2
27,75,19,2
27,82,19,2
28,83,18,2
28,86,19,2
28,86,19,2
26,86,19,2
29,86,19,2
28,85,13,2
28,83,20,2
29,83,19,2
28,84,19,2
28,85,19,2
29,86,20,2
30,90,20,2
28,86,19,2
27,83,18,2
28,86,19,2
29,87,19,2
28,86,19,2
28,85,19,2
27,85,19,2
28,84,19,2
27,84,19,2
26,84,19,2
28,84,19,2
28,86,19,2
23,81,19,2
28,85,19,2
29,87,20,2
29,87,20,2
29,87,19,2
28,86,19,2
25,102,18,2
25,101,18,2
25,102,18,2
25,101,18,2
24,100,18,2
24,99,18,2
24,99,18,2
24,99,18,2
18,91,18,2
24,97,18,2
24,99,18,2
24,99,18,2
24,100,18,2
25,99,18,2
18,93,18,2
24,100,18,2
25,101,18,2
25,95,18,2
24,101,18,2
24,101,18,2
24,95,18,2
25,99,18,2
24,100,18,2
25,101,18,2
25,102,18,2
24,104,18,2
25,103,18,2
24,100,18,2
24,101,18,2
24,100,18,2
24,101,18,2
25,101,18,2
24,95,18,2
25,102,18,2
24,102,18,2
24,102,18,2
24,103,18,2
24,103,18,2
25,104,18,2
25,104,18,2
25,103,18,2
24,104,15,2
24,103,19,2
25,104,19,2
25,105,19,2
25,103,18,2
24,104,18,2
25,105,19,2
25,99,19,2
25,104,18,2
24,103,18,2
