x,y,beta, gamma, rx, ry
0,0,141.63, 70.6925, 198.748, 182.804
0,1,137.581, 72.0496, 202.955, 195.443
0,2,133.945, 71.602, 203.021, 208.792
0,3,130.361, 71.8843, 203.643, 222.002
0,4,126.754, 73.3489, 205.475, 234.122
0,5,123.463, 72.5904, 202.372, 246.746
0,6,119.616, 73.2981, 200.971, 259.985
0,7,115.47, 75.1619, 201.396, 274
0,8,111.333, 74.8209, 196.115, 288.4
0,9,108.665, 75.2759, 193.641, 297.617
0,10,104.856, 76.6737, 190.824, 310.398
0,11,101.18, 77.5818, 186.336, 322.897
0,12,98.1919, 75.743, 176.426, 332.248
0,13,94.2668, 76.7252, 170.28, 344.75
0,14,93.0452, 75.3276, 164.334, 347.584
1,0,139.539, 73.2063, 204.618, 186.765
1,1,136.367, 74.1721, 208.048, 197.213
1,2,133.226, 74.5063, 209.023, 208.793
1,3,129.992, 75.222, 210.809, 220.539
1,4,126.557, 75.8487, 210.975, 232.93
1,5,123.315, 75.5198, 209.046, 245.453
1,6,119.677, 76.0862, 207.538, 258.422
1,7,115.977, 77.8144, 207.737, 271.038
1,8,111.902, 78.051, 203.54, 285.517
1,9,108.281, 79.0878, 201.229, 298.424
1,10,104.857, 79.422, 196.89, 310.144
1,11,102.413, 77.1186, 187.558, 318.178
1,12,98.4951, 78.6232, 183.395, 331.516
1,13,94.8711, 81.5435, 182.323, 343.731
1,14,91.9871, 81.8872, 176.782, 353.193
2,0,140.142, 75.3879, 208.487, 181.179
2,1,137.466, 76.3163, 211.408, 190.628
2,2,133.431, 77.6348, 215.286, 204.757
2,3,129.892, 78.7603, 218.333, 217.5
2,4,126.168, 79.0457, 217.792, 231.821
2,5,122.667, 79.0416, 215.911, 245.166
2,6,119.563, 79.9028, 215.867, 256.494
2,7,116.447, 81.0604, 215.232, 267.516
2,8,112.049, 82.2015, 212.716, 283.329
2,9,107.79, 83.212, 209.454, 298.784
2,10,104.793, 83.6523, 205.83, 309.748
2,11,101.44, 83.5285, 199.837, 321.284
2,12,98.0302, 85.0322, 196.477, 332.727
2,13,94.7942, 87.5713, 195.517, 343.958
2,14,92.1543, 88.6408, 192.011, 353.133
3,0,142.579, 76.9478, 209.964, 171.286
3,1,138.787, 78.8784, 215.658, 182.562
3,2,134.657, 80.2194, 220.391, 196.982
3,3,130.737, 81.2405, 222.676, 211.299
3,4,126.731, 82.0119, 223.629, 226.455
3,5,122.756, 83.0905, 224.419, 241.3
3,6,119.499, 84.1034, 224.85, 253.573
3,7,115.922, 85.1002, 223.699, 267.34
3,8,112.159, 86.4599, 222.329, 280.709
3,9,108.682, 87.0838, 219.742, 294.059
3,10,105.258, 88.5583, 217.566, 306.31
3,11,101.602, 89.2426, 212.513, 319.124
3,12,98.2556, 91.2902, 210.842, 331.049
3,13,94.7586, 94.0774, 209.655, 343.126
3,14,91.7741, 95.8939, 207.334, 353.584
4,0,142.55, 80.5464, 216.473, 165.856
4,1,139.385, 81.2397, 219.88, 176.526
4,2,135.131, 83.0843, 225.146, 191.182
4,3,130.917, 84.5888, 229.323, 206.554
4,4,127.226, 85.7883, 231.247, 220.253
4,5,123.979, 86.3216, 232.087, 233.309
4,6,120.112, 87.5625, 232.182, 247.864
4,7,116.116, 88.9725, 232.067, 263.048
4,8,112.302, 90.4112, 230.988, 277.225
4,9,109.042, 91.414, 229.687, 289.745
4,10,105.726, 93.557, 229.189, 301.694
4,11,101.814, 95.0121, 225.457, 315.687
4,12,98.1897, 96.9718, 223.24, 328.925
4,13,94.7523, 99.9611, 222.829, 340.722
4,14,91.9651, 102.533, 222.523, 350.293
5,0,140.624, 84.7934, 225.028, 165.737
5,1,138.623, 85.287, 227.144, 173.443
5,2,135.269, 86.2346, 231.02, 185.956
5,3,131.894, 87.7972, 234.627, 197.91
5,4,127.756, 89.4581, 238.31, 213.376
5,5,124.562, 90.2087, 239.724, 226.318
5,6,120.952, 90.8483, 239.7, 241.11
5,7,117.316, 92.7541, 240.533, 254.146
5,8,112.999, 94.6154, 240.354, 270.645
5,9,109.471, 95.8015, 239.224, 284.728
5,10,106.007, 98.3783, 239.663, 296.794
5,11,101.893, 100.402, 237.15, 311.821
5,12,98.1331, 102.758, 235.93, 325.586
5,13,94.6247, 106.3, 236.449, 337.174
5,14,91.8232, 109.314, 237.004, 346.59
6,0,140.99, 88.8569, 231.342, 157.924
6,1,138.857, 89.5118, 233.742, 165.861
6,2,135.543, 90.4372, 237.808, 178.16
6,3,132.474, 91.7834, 241.35, 189.424
6,4,128.994, 92.2611, 243.784, 204.12
6,5,125.388, 93.955, 246.948, 217.952
6,6,121.753, 94.8915, 247.331, 232.383
6,7,118.42, 96.3002, 248.597, 245.311
6,8,114.287, 97.597, 247.805, 262.322
6,9,110.18, 99.8885, 248.244, 277.798
6,10,106.217, 102.659, 248.868, 292.214
6,11,101.777, 105.405, 247.363, 308.151
6,12,97.9355, 108.304, 247.117, 321.931
6,13,94.3207, 112.219, 248.358, 333.705
